"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Egr33",4.93345553431415e-06,0.470776581064513,0.154,0.093,0.101895590605724,"7","Egr3"
"Slc25a332",4.9676986842445e-06,0.101747436029587,0.325,0.24,0.102602848624386,"7","Slc25a33"
"Daxx5",4.98552419296746e-06,0.147345593109922,0.382,0.292,0.10297101668155,"7","Daxx"
"Armc62",4.99677979175421e-06,0.538228474679188,0.166,0.105,0.103203489818892,"7","Armc6"
"Mcm22",5.02645045100261e-06,0.306286311854133,0.349,0.256,0.103816307615008,"7","Mcm2"
"Drg13",5.13099501289879e-06,0.17053890212196,0.613,0.501,0.105975570996412,"7","Drg1"
"Sgsh4",5.52953383647345e-06,0.454549424438986,0.168,0.106,0.114206991858523,"7","Sgsh"
"Nfkbil13",5.55447889317738e-06,0.201841905750039,0.391,0.301,0.114722207059686,"7","Nfkbil1"
"Acd3",5.63404178547318e-06,0.360027351805935,0.309,0.228,0.116365499037163,"7","Acd"
"Sass62",5.70193767211455e-06,0.407965301239791,0.269,0.193,0.117767820679854,"7","Sass6"
"Mrpl441",6.0804571501687e-06,0.289211516345076,0.362,0.274,0.125585761979584,"7","Mrpl44"
"Kansl12",6.24440304365987e-06,0.126554489861915,0.45,0.353,0.128971900463751,"7","Kansl1"
"Tatdn32",6.4845342443148e-06,0.535897871019171,0.139,0.085,0.133931570282078,"7","Tatdn3"
"Gm499802",6.50256923220247e-06,1.10122400210872,0.128,0.078,0.13430406492191,"7","Gm49980"
"Rbmx22",6.66307895902567e-06,0.413092346551401,0.289,0.21,0.137619232819716,"7","Rbmx2"
"Lsm122",7.09717106297915e-06,0.116603764077057,0.859,0.689,0.146584971134771,"7","Lsm12"
"Gm267822",7.20269556361745e-06,0.29088294167779,0.313,0.229,0.148764474170955,"7","Gm26782"
"Ncoa63",7.28681833200021e-06,0.12021514765165,0.325,0.235,0.150501945829132,"7","Ncoa6"
"Taf133",7.38960761161553e-06,0.19216218304604,0.445,0.348,0.152624955610307,"7","Taf13"
"Alg82",7.53298482070666e-06,0.213175109110816,0.277,0.197,0.155586268486875,"7","Alg8"
"Tmem126b2",7.53971831954774e-06,0.22384925272002,0.316,0.233,0.155725342171939,"7","Tmem126b"
"Arhgef10l3",7.69696047721734e-06,0.270220104903713,0.177,0.113,0.158973021696447,"7","Arhgef10l"
"Taf6l2",8.07069948987864e-06,0.401996924571422,0.201,0.134,0.166692227263953,"7","Taf6l"
"Rpl304",8.13298404924791e-06,0.102376776864779,0.993,0.947,0.167978652553166,"7","Rpl30"
"Ttl3",8.13643398639314e-06,0.381829618508558,0.21,0.141,0.168049907554964,"7","Ttl"
"Kif3c2",8.25079941614658e-06,0.517052350683767,0.105,0.058,0.170412011141091,"7","Kif3c"
"Fadd3",9.21968395379992e-06,0.636997834000714,0.188,0.124,0.190423352381784,"7","Fadd"
"Mycbp4",9.3198467539538e-06,0.168030549899089,0.369,0.278,0.192492114856162,"7","Mycbp"
"Plekhn13",9.53798834973843e-06,0.214383992237545,0.163,0.103,0.196997611375497,"7","Plekhn1"
"Prkab13",9.89848533658338e-06,0.18865538381618,0.217,0.147,0.204443316141793,"7","Prkab1"
"Kif21b3",1.00834909731274e-05,0.480576041608799,0.192,0.125,0.208264422558973,"7","Kif21b"
"Slc11a22",1.01561262853184e-05,0.154154782663801,0.309,0.227,0.209764632296965,"7","Slc11a2"
"Lefty12",1.02233811067063e-05,0.558444592306663,0.118,0.068,0.211153713377912,"7","Lefty1"
"Entr13",1.02910981519933e-05,0.155833125371738,0.452,0.359,0.212552341231269,"7","Entr1"
"Mettl12",1.03130143275858e-05,0.110744850382916,0.523,0.415,0.213004997921957,"7","Mettl1"
"Zbtb8a2",1.05227058411074e-05,0.406782495759423,0.118,0.067,0.217335966442233,"7","Zbtb8a"
"1190007I07Rik2",1.06443363234529e-05,0.117219762846929,0.353,0.258,0.219848122424596,"7","1190007I07Rik"
"Fam222b3",1.08685461512182e-05,0.467435267179971,0.23,0.16,0.224478952207261,"7","Fam222b"
"Tgfbrap13",1.12503424209676e-05,0.18970187044761,0.242,0.169,0.232364572362666,"7","Tgfbrap1"
"Jkamp2",1.14519664888948e-05,0.140226000362857,0.561,0.46,0.236528915861634,"7","Jkamp"
"Fem1c2",1.14532572512302e-05,0.127668382429225,0.369,0.274,0.236555575266909,"7","Fem1c"
"Ube2d13",1.1626051145998e-05,0.205786096510204,0.385,0.293,0.240124460369442,"7","Ube2d1"
"Patl13",1.17439405554545e-05,0.19754164715185,0.347,0.264,0.242559348232358,"7","Patl1"
"Adprhl22",1.19387839391165e-05,0.149170116175804,0.354,0.27,0.246583643478512,"7","Adprhl2"
"Cdk201",1.32498961055972e-05,0.354522306214396,0.112,0.064,0.273663354165004,"7","Cdk20"
"Mcu3",1.33018430199154e-05,0.286585042454051,0.286,0.207,0.274736265733332,"7","Mcu"
"Herpud22",1.33063740815773e-05,0.139668194621351,0.423,0.334,0.274829850280897,"7","Herpud2"
"Cbll11",1.36214198797802e-05,0.187578560408362,0.327,0.244,0.281336806196979,"7","Cbll1"
"Fxn2",1.39587956788324e-05,0.210956848935118,0.304,0.223,0.288304965950605,"7","Fxn"
"Csgalnact23",1.42033464389796e-05,0.178883159606666,0.349,0.263,0.293355917350684,"7","Csgalnact2"
"Papss23",1.43472525613706e-05,0.332292238797173,0.181,0.116,0.296328154402548,"7","Papss2"
"Fam76b2",1.47640797253182e-05,0.107637453357896,0.405,0.317,0.304937302646722,"7","Fam76b"
"Psmd53",1.48738056191173e-05,0.179156046084166,0.429,0.337,0.30720358125725,"7","Psmd5"
"Atp11a3",1.51033275496774e-05,0.148870535413169,0.336,0.248,0.311944127211037,"7","Atp11a"
"Gcat4",1.54268288909409e-05,0.370404930288911,0.264,0.192,0.318625723913494,"7","Gcat"
"Hgs3",1.58663161463033e-05,0.164980436708732,0.458,0.362,0.327702893685749,"7","Hgs"
"Gse12",1.65038678607599e-05,0.171877770157165,0.231,0.159,0.340870886796136,"7","Gse1"
"Alkbh22",1.69642084438758e-05,0.209438876489983,0.295,0.214,0.35037876119981,"7","Alkbh2"
"Prpf34",1.71988360011656e-05,0.27792114890598,0.282,0.205,0.355224758768075,"7","Prpf3"
"Relb3",1.90889265829459e-05,0.174994378986007,0.255,0.18,0.394262689644165,"7","Relb"
"Cdca7l2",1.91824380598928e-05,0.431404965909594,0.177,0.116,0.396194075689027,"7","Cdca7l"
"Wdr442",1.94057994680445e-05,0.220002802508692,0.23,0.16,0.400807382212991,"7","Wdr44"
"Ankrd393",1.94332831046408e-05,0.145826339373388,0.271,0.191,0.401375029243252,"7","Ankrd39"
"Zdhhc132",1.96428833888358e-05,0.664537139378502,0.186,0.125,0.405704113513014,"7","Zdhhc13"
"Socs63",1.978854196189e-05,0.124608281259648,0.349,0.267,0.408712545680877,"7","Socs6"
"Snx132",2.04999701809042e-05,0.391347859146453,0.313,0.233,0.423406384116395,"7","Snx13"
"Kbtbd31",2.0699161820064e-05,0.523786857983133,0.108,0.063,0.427520488231603,"7","Kbtbd3"
"Lancl22",2.07834026007422e-05,0.481275925186361,0.145,0.091,0.42926039731573,"7","Lancl2"
"Irak23",2.12835623139113e-05,0.17222235812813,0.277,0.199,0.439590696031524,"7","Irak2"
"Ap3s23",2.16262994534187e-05,0.175166100068088,0.316,0.24,0.446669588910909,"7","Ap3s2"
"Mfsd14a2",2.17663602629563e-05,0.142930048264514,0.394,0.307,0.4495624048711,"7","Mfsd14a"
"Chaf1b2",2.21222487218703e-05,0.320830423130201,0.251,0.177,0.456912925101508,"7","Chaf1b"
"Flcn2",2.21565641187182e-05,0.194947961572479,0.199,0.134,0.457621675308005,"7","Flcn"
"Actr81",2.27858607906727e-05,0.386722397596104,0.242,0.176,0.470619168770555,"7","Actr8"
"Nelfb1",2.40096717903195e-05,0.146456340312253,0.347,0.266,0.495895761157258,"7","Nelfb"
"Fam98b3",2.49486279969467e-05,0.167651965398155,0.427,0.34,0.515288962648937,"7","Fam98b"
"Zcchc93",2.52483470794116e-05,0.126139550717105,0.514,0.422,0.521479360578168,"7","Zcchc9"
"Spdl12",2.61109812346111e-05,0.217057010406203,0.32,0.236,0.539296206419658,"7","Spdl1"
"Lman2l1",2.63688420567115e-05,0.128114284188608,0.222,0.155,0.544622063839319,"7","Lman2l"
"Abca21",2.70489892613459e-05,0.537748740030888,0.101,0.058,0.558669824203838,"7","Abca2"
"Iffo11",2.81558603387916e-05,0.329949249638137,0.127,0.076,0.581531139437401,"7","Iffo1"
"Usf14",2.85164813452314e-05,0.317390460411272,0.266,0.195,0.58897940570441,"7","Usf1"
"Atf13",2.91141720816857e-05,0.103412179961107,0.526,0.431,0.601324110175137,"7","Atf1"
"Zfp5792",2.94580354658355e-05,0.181444242249571,0.203,0.138,0.608426264511366,"7","Zfp579"
"Lyrm91",2.99202444140339e-05,0.382852145706346,0.204,0.139,0.617972728127456,"7","Lyrm9"
"Chac22",3.00785570128897e-05,0.479434711337211,0.222,0.156,0.621242516544224,"7","Chac2"
"Ankrd92",3.01216671425017e-05,0.694354157628811,0.168,0.111,0.62213291316123,"7","Ankrd9"
"Cipc3",3.10380103640976e-05,0.238041477269921,0.204,0.142,0.641059066060072,"7","Cipc"
"Mier23",3.17830318128227e-05,0.172567756217286,0.186,0.125,0.656446739062039,"7","Mier2"
"Zbtb7b2",3.26588669034877e-05,0.24552842206092,0.277,0.206,0.674536237024635,"7","Zbtb7b"
"Gcfc22",3.38638115305343e-05,0.193280615291618,0.174,0.115,0.699423163351655,"7","Gcfc2"
"Irf72",3.39392099460742e-05,1.39829016277632,0.103,0.06,0.700980442226216,"7","Irf7"
"Arsk2",3.45252744741941e-05,0.338119453823505,0.213,0.149,0.713085018990005,"7","Arsk"
"Traf52",3.55281402265345e-05,0.540992936193832,0.128,0.08,0.733798208238844,"7","Traf5"
"Rpl35a4",3.57931150152549e-05,0.102588380934117,0.996,0.944,0.739270997525074,"7","Rpl35a"
"Wdr113",3.6902708926048e-05,0.319347208574949,0.297,0.222,0.762188550158595,"7","Wdr11"
"Mnt2",3.75913154484071e-05,0.12407138434503,0.311,0.231,0.776411029271399,"7","Mnt"
"Agtpbp12",4.02796395863073e-05,0.294342456806451,0.304,0.233,0.831935676015592,"7","Agtpbp1"
"Rgmb2",4.14785186458892e-05,0.182282826473996,0.253,0.182,0.856697324112196,"7","Rgmb"
"Elp63",4.37506209874943e-05,0.328484073813212,0.168,0.111,0.903625325875708,"7","Elp6"
"Tmem39b4",4.58376007107592e-05,0.293783044088609,0.179,0.119,0.946729805080021,"7","Tmem39b"
"Tbc1d73",4.65416885038165e-05,0.301748081647851,0.289,0.217,0.961272034357825,"7","Tbc1d7"
"Lrrc423",4.66426907613561e-05,0.111591070991785,0.338,0.254,0.963358134985048,"7","Lrrc42"
"Kctd131",4.92189955148578e-05,0.227209380866999,0.19,0.129,1,"7","Kctd13"
"Rbl13",5.04326578801417e-05,0.117759376943564,0.237,0.168,1,"7","Rbl1"
"Rpp303",5.37020210395194e-05,0.150463394656708,0.385,0.299,1,"7","Rpp30"
"Adat23",5.6924326589953e-05,0.154526325123445,0.208,0.143,1,"7","Adat2"
"Birc33",5.78772979962415e-05,0.101825268593378,0.166,0.109,1,"7","Birc3"
"Cuedc13",5.91908697441252e-05,0.123301011269397,0.226,0.158,1,"7","Cuedc1"
"Dna22",6.12329730640001e-05,0.624774327023357,0.112,0.067,1,"7","Dna2"
"Mrps113",6.13580788643423e-05,0.104470346838331,0.53,0.441,1,"7","Mrps11"
"Spred22",6.16661779140977e-05,0.147591955461929,0.327,0.251,1,"7","Spred2"
"Setdb12",6.24896002351121e-05,0.125108654898575,0.391,0.309,1,"7","Setdb1"
"Tfip112",6.3795828803884e-05,0.171390832332328,0.255,0.184,1,"7","Tfip11"
"Chm3",6.49802129434751e-05,0.135600410372671,0.389,0.302,1,"7","Chm"
"Dennd6a1",6.62862631173593e-05,0.138492114896425,0.28,0.207,1,"7","Dennd6a"
"Efl12",6.82988386981503e-05,0.312761826857577,0.275,0.202,1,"7","Efl1"
"Mettl142",6.84812231626365e-05,0.363569113441805,0.192,0.133,1,"7","Mettl14"
"Tada32",6.85423457401697e-05,0.219665267942713,0.32,0.244,1,"7","Tada3"
"Spire12",6.87659094184225e-05,0.154161780675654,0.367,0.287,1,"7","Spire1"
"Fastkd22",6.98776464270967e-05,0.393024942646253,0.226,0.164,1,"7","Fastkd2"
"Coq10a1",7.70128079128454e-05,0.10728198097717,0.282,0.208,1,"7","Coq10a"
"Nckap5l1",7.71343314532946e-05,0.308176168403443,0.105,0.062,1,"7","Nckap5l"
"Coro1b3",7.74768961293658e-05,0.370006532843809,0.145,0.094,1,"7","Coro1b"
"Nckipsd1",7.89227502950936e-05,0.546226410508845,0.119,0.074,1,"7","Nckipsd"
"Synrg1",7.95324560536085e-05,0.2460685727675,0.288,0.215,1,"7","Synrg"
"Dnajc173",8.00707211064457e-05,0.569860924727359,0.156,0.105,1,"7","Dnajc17"
"Rubcn1",8.20044784483584e-05,0.431331238968911,0.156,0.103,1,"7","Rubcn"
"Tpi13",8.2442219513794e-05,0.100717629811042,0.976,0.852,1,"7","Tpi1"
"Ciao32",8.48122245679426e-05,0.133727370278209,0.231,0.166,1,"7","Ciao3"
"Slc25a232",8.9676693013063e-05,0.414953899647153,0.116,0.07,1,"7","Slc25a23"
"Ccm23",9.54813176231994e-05,0.147299357431303,0.486,0.399,1,"7","Ccm2"
"Hat12",0.000100325813996099,0.277270759478456,0.461,0.377,1,"7","Hat1"
"Mki672",0.000103637187096997,0.288954821653963,0.445,0.336,1,"7","Mki67"
"Ndufaf62",0.000105299488487064,0.361750033105045,0.278,0.211,1,"7","Ndufaf6"
"Fbxo7",0.000112989185894283,0.178777549149167,0.174,0.117,1,"7","Fbxo7"
"Slc10a74",0.000117278189327622,0.210613474938898,0.246,0.179,1,"7","Slc10a7"
"Ddx493",0.0001173918387013,0.140205774912858,0.396,0.315,1,"7","Ddx49"
"Pycrl2",0.000118563949935539,0.245236438809057,0.324,0.253,1,"7","Pycrl"
"Ercc31",0.000122031312082339,0.111537732420113,0.284,0.212,1,"7","Ercc3"
"Qrsl13",0.000122174175854835,0.389329645933563,0.163,0.11,1,"7","Qrsl1"
"Prkrip12",0.000123273403084789,0.147010913052286,0.441,0.36,1,"7","Prkrip1"
"Snhg202",0.000126746637644761,0.127463873267024,0.203,0.144,1,"7","Snhg20"
"Ppip5k11",0.000128108584704442,0.266286098051521,0.127,0.081,1,"7","Ppip5k1"
"Zbtb222",0.000131054264090644,0.324261688649806,0.248,0.182,1,"7","Zbtb22"
"Efcab112",0.000131702762998692,0.770678404210709,0.103,0.063,1,"7","Efcab11"
"Gpn13",0.000133019178053477,0.164023328533433,0.325,0.251,1,"7","Gpn1"
"Stat22",0.000133061017714029,0.158421883777204,0.161,0.107,1,"7","Stat2"
"Cdca32",0.00013567991603203,0.596127735374324,0.342,0.28,1,"7","Cdca3"
"Ncdn2",0.000136331401558616,0.124300491939715,0.177,0.12,1,"7","Ncdn"
"Pym13",0.000140951821471075,0.277034142604658,0.278,0.211,1,"7","Pym1"
"Pphln12",0.000140987529714245,0.165302439189735,0.383,0.305,1,"7","Pphln1"
"Ppp2r3d1",0.000142677610135923,0.37885031898704,0.208,0.147,1,"7","Ppp2r3d"
"Ap1g22",0.000145419756454188,0.344095439532121,0.137,0.09,1,"7","Ap1g2"
"Espl13",0.000146801208601801,0.327908758683065,0.159,0.107,1,"7","Espl1"
"Sertad14",0.000150343454993433,0.220589030830832,0.354,0.273,1,"7","Sertad1"
"Rfxank1",0.00015035198453376,0.562440123172259,0.107,0.065,1,"7","Rfxank"
"Zcchc25",0.000153525829553197,0.286275642638131,0.242,0.176,1,"7","Zcchc2"
"Pdik1l3",0.00015630109038336,0.423585490086262,0.193,0.138,1,"7","Pdik1l"
"Slc25a142",0.00016618276734007,0.341273737576774,0.128,0.082,1,"7","Slc25a14"
"Nt5m2",0.00016996119747301,0.104736117370115,0.32,0.25,1,"7","Nt5m"
"Zfp9911",0.000173318146925892,0.520664414689152,0.116,0.073,1,"7","Zfp991"
"Dhcr72",0.000175172532598073,0.213703374994816,0.17,0.115,1,"7","Dhcr7"
"H2-Q42",0.000176174984351168,0.605302970957425,0.121,0.077,1,"7","H2-Q4"
"Aph1b2",0.000176497335623779,0.323072316538794,0.132,0.085,1,"7","Aph1b"
"Ccdc663",0.000177122504631841,0.459157997698378,0.222,0.164,1,"7","Ccdc66"
"Cep411",0.000179961818653097,0.457122949106353,0.13,0.085,1,"7","Cep41"
"Cog72",0.000181032898958331,0.215459207250723,0.268,0.202,1,"7","Cog7"
"Fam177a3",0.00018544963617999,0.229866891417092,0.15,0.101,1,"7","Fam177a"
"Atxn1l2",0.000188936042250873,0.133202526391302,0.237,0.175,1,"7","Atxn1l"
"Trim34",0.000192588023502445,0.215175132006035,0.246,0.182,1,"7","Trim3"
"Alg31",0.000194533539331296,0.380375247742421,0.271,0.207,1,"7","Alg3"
