"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Hmbox12",1.99502506031411e-09,0.398273442094223,0.295,0.192,4.12052475957277e-05,"7","Hmbox1"
"Magt12",1.99637002224816e-09,0.121959590531852,0.781,0.625,4.12330264395134e-05,"7","Magt1"
"Asxl23",2.00099255685809e-09,0.215063257802499,0.514,0.381,4.13285002693469e-05,"7","Asxl2"
"Trnau1ap2",2.09117477804474e-09,0.20413618304025,0.618,0.475,4.31911238657361e-05,"7","Trnau1ap"
"Xrn22",2.16960800734108e-09,0.118586300916631,0.785,0.642,4.48110837836227e-05,"7","Xrn2"
"Ost43",2.19654127355589e-09,0.138812649127021,0.913,0.752,4.53673634640233e-05,"7","Ost4"
"Ydjc3",2.26413876729015e-09,0.452818761280897,0.242,0.148,4.67635220996108e-05,"7","Ydjc"
"Foxj23",2.28802177335741e-09,0.409326809603418,0.241,0.148,4.7256801706924e-05,"7","Foxj2"
"Crcp3",2.32699378723773e-09,0.367144265242933,0.32,0.21,4.80617296816081e-05,"7","Crcp"
"Tex2643",2.37131062591077e-09,0.127585576721171,0.716,0.57,4.8977049667561e-05,"7","Tex264"
"Dcaf112",2.39321689806279e-09,0.497443034230335,0.311,0.209,4.94295018125889e-05,"7","Dcaf11"
"Fmnl33",2.4397589328765e-09,0.320361070204499,0.259,0.16,5.03907809996312e-05,"7","Fmnl3"
"Mcm92",2.44270010225386e-09,0.375062549149664,0.177,0.097,5.04515279119513e-05,"7","Mcm9"
"Pigf2",2.50509665426539e-09,0.544566089450569,0.325,0.22,5.17402662971975e-05,"7","Pigf"
"Inpp5k2",2.61783195131839e-09,0.41005110896369,0.237,0.143,5.40687011225301e-05,"7","Inpp5k"
"Mfap33",2.6343170213503e-09,0.290073747510381,0.342,0.227,5.44091837589692e-05,"7","Mfap3"
"Cwc252",2.74766685484232e-09,0.294857380940491,0.407,0.289,5.67503112199133e-05,"7","Cwc25"
"Cog13",2.79595196826149e-09,0.496831827705259,0.251,0.157,5.77475919524727e-05,"7","Cog1"
"Dipk1a3",2.8282418951553e-09,0.211099182275055,0.353,0.237,5.84145081025376e-05,"7","Dipk1a"
"Dolpp12",3.06799900703875e-09,0.587309835869181,0.192,0.11,6.33664514913783e-05,"7","Dolpp1"
"Hook33",3.09549140878252e-09,0.178599196726469,0.723,0.605,6.39342795569943e-05,"7","Hook3"
"Diaph22",3.23420116071632e-09,0.132623491231505,0.555,0.421,6.67991907734348e-05,"7","Diaph2"
"Mettl232",3.26060385104789e-09,0.196325063346645,0.597,0.466,6.73445119395432e-05,"7","Mettl23"
"Spg111",3.34234739139272e-09,0.507421618760153,0.251,0.157,6.90328430218253e-05,"7","Spg11"
"Snw13",3.52311911000578e-09,0.11607867051055,0.772,0.619,7.27665020980593e-05,"7","Snw1"
"Nudcd32",3.52618978930439e-09,0.15724619424573,0.62,0.478,7.28299239082929e-05,"7","Nudcd3"
"Rrp14",3.53805997488817e-09,0.130241686508472,0.881,0.711,7.30750907213404e-05,"7","Rrp1"
"Gm344552",3.64238454970684e-09,0.838598973902459,0.127,0.062,7.52298104896451e-05,"7","Gm34455"
"Pygb4",3.67409924766735e-09,0.349488046179074,0.284,0.179,7.58848458613214e-05,"7","Pygb"
"Sf3a32",3.83198320463028e-09,0.137193653589039,0.606,0.455,7.91457811084337e-05,"7","Sf3a3"
"Sypl2",3.87944457762333e-09,0.129939725769632,0.756,0.609,8.01260483062322e-05,"7","Sypl"
"Osgep4",3.93898130997324e-09,0.217930699754339,0.591,0.461,8.13557199761873e-05,"7","Osgep"
"Rnf1873",4.07292396446824e-09,0.116398176097255,0.75,0.59,8.41221715621271e-05,"7","Rnf187"
"Foxn23",4.14191320541384e-09,0.397293322475388,0.331,0.226,8.55470753446175e-05,"7","Foxn2"
"Gbp72",4.1433573317124e-09,0.651196137311551,0.134,0.067,8.5576902329188e-05,"7","Gbp7"
"Dmxl13",4.1477639251119e-09,0.230539175392148,0.537,0.406,8.56679161092612e-05,"7","Dmxl1"
"Fam3c3",4.2666911944418e-09,0.120268649395959,0.651,0.496,8.8124239930001e-05,"7","Fam3c"
"Slc39a33",4.3978038789025e-09,0.393209305023106,0.284,0.182,9.08322413148523e-05,"7","Slc39a3"
"Ulbp13",4.46433819354713e-09,0.122819129900569,0.241,0.142,9.22064410495224e-05,"7","Ulbp1"
"Arl101",4.48186435428129e-09,1.23151690849913,0.11,0.052,9.25684263733257e-05,"7","Arl10"
"Phax2",4.52871266353053e-09,0.121443217980451,0.7,0.555,9.35360313525595e-05,"7","Phax"
"Mitd13",4.58791020441542e-09,0.381798417207816,0.353,0.241,9.47586973619961e-05,"7","Mitd1"
"Usb13",4.59446440826997e-09,0.762410419797977,0.197,0.115,9.4894067888408e-05,"7","Usb1"
"Pde8b2",4.71776445487994e-09,0.660005284858183,0.128,0.063,9.74407070510903e-05,"7","Pde8b"
"Vps37c2",4.79181946616919e-09,0.575027905469427,0.199,0.116,9.89702392542584e-05,"7","Vps37c"
"Anks12",4.83870201806627e-09,0.522546933496163,0.181,0.102,9.99385514811407e-05,"7","Anks1"
"Coa61",4.85547296470935e-09,0.131027414416984,0.548,0.418,0.000100284938613107,"7","Coa6"
"Fchsd23",4.88482738335949e-09,0.629857507588689,0.197,0.115,0.000100891224775907,"7","Fchsd2"
"Nudt222",5.04554502052966e-09,0.635563198506506,0.273,0.178,0.00010421068685402,"7","Nudt22"
"Mrpl393",5.16483462442665e-09,0.189116123352498,0.429,0.311,0.000106674494332908,"7","Mrpl39"
"Abcc41",5.41804348493671e-09,0.753863428341147,0.136,0.069,0.000111904270137883,"7","Abcc4"
"Hps12",5.52087187629898e-09,0.342729402166244,0.304,0.2,0.000114028087733079,"7","Hps1"
"Mrps91",5.66671269611121e-09,0.114772195916514,0.499,0.369,0.000117040284025481,"7","Mrps9"
"Eif3c2",5.75948268246492e-09,0.173131949245144,0.975,0.824,0.000118956355323631,"7","Eif3c"
"Zfand33",6.26325750075907e-09,0.132400456026021,0.615,0.473,0.000129361320420678,"7","Zfand3"
"Ltc4s1",6.67344904854185e-09,0.440771434027412,0.123,0.06,0.000137833416648583,"7","Ltc4s"
"Cenpw2",6.76357345483773e-09,0.57892231098148,0.371,0.265,0.000139694846136219,"7","Cenpw"
"Adar3",7.13777488540319e-09,0.360748153814511,0.204,0.12,0.000147423602483118,"7","Adar"
"Usp242",7.41148839658353e-09,0.179949173035266,0.432,0.315,0.000153076881343036,"7","Usp24"
"Mrpl523",7.46166081798042e-09,0.125000050324879,0.895,0.755,0.000154113142534568,"7","Mrpl52"
"Polr2i3",7.53176110900898e-09,0.131364779797921,0.618,0.49,0.000155560993945471,"7","Polr2i"
"Prorsd12",7.65917955266313e-09,0.14135101846472,0.622,0.48,0.000158192694480704,"7","Prorsd1"
"Reep32",7.7901328499439e-09,0.122372626911385,0.805,0.632,0.000160897403882741,"7","Reep3"
"Inpp5f3",7.87875740460843e-09,0.435320227287577,0.259,0.166,0.000162727855434783,"7","Inpp5f"
"Wrap732",7.88295018178098e-09,0.462357802040097,0.241,0.15,0.000162814453054504,"7","Wrap73"
"Nup2142",8.01068594374086e-09,0.359286214464534,0.441,0.322,0.000165452707482024,"7","Nup214"
"Rnf1142",8.05470108209348e-09,0.391372443584383,0.306,0.206,0.000166361796149559,"7","Rnf114"
"Smap13",8.61267350280695e-09,0.115836975571463,0.846,0.665,0.000177886158526975,"7","Smap1"
"Rbbp82",8.98333812280319e-09,0.231423468921892,0.447,0.325,0.000185541865588377,"7","Rbbp8"
"2610002M06Rik3",9.19072257212362e-09,0.480462383493045,0.313,0.21,0.000189825184004641,"7","2610002M06Rik"
"Fam192a3",9.39309418979292e-09,0.268510955371204,0.515,0.402,0.000194004967395983,"7","Fam192a"
"Zfp7042",9.63535284654207e-09,0.405046640249711,0.259,0.162,0.00019900857769248,"7","Zfp704"
"Rps27a3",1.00535017598406e-08,0.126741141549259,1,0.983,0.000207645025347747,"7","Rps27a"
"Ttc132",1.01970038689148e-08,0.391382729155029,0.351,0.249,0.000210608917908565,"7","Ttc13"
"Ticam11",1.02781947630311e-08,0.718200115338299,0.161,0.088,0.000212285834635644,"7","Ticam1"
"Lyrm23",1.11877109725973e-08,0.116914330664396,0.51,0.379,0.000231070982428024,"7","Lyrm2"
"Eloa2",1.13424690115132e-08,0.238809820271393,0.577,0.445,0.000234267354963794,"7","Eloa"
"Mylip3",1.14935531176079e-08,0.297223918526591,0.288,0.186,0.000237387846091074,"7","Mylip"
"Oma12",1.18635321555332e-08,0.562385925632056,0.233,0.148,0.000245029393140384,"7","Oma1"
"2510002D24Rik3",1.25686513491863e-08,0.418294538472884,0.309,0.208,0.000259592924966094,"7","2510002D24Rik"
"Med272",1.30073221447588e-08,0.701867979838061,0.269,0.177,0.000268653231577848,"7","Med27"
"Vrk31",1.31293679737694e-08,0.303012148684555,0.367,0.255,0.000271173966130234,"7","Vrk3"
"Tfpt2",1.33223735781094e-08,0.462213079340438,0.277,0.178,0.000275160303882271,"7","Tfpt"
"Pdia63",1.35969925646575e-08,0.109685828202307,0.951,0.799,0.000280832284430437,"7","Pdia6"
"Dnajc133",1.36272053745001e-08,0.24280484982472,0.559,0.435,0.000281456299804926,"7","Dnajc13"
"Tmf13",1.49303881131155e-08,0.123890671167204,0.703,0.575,0.000308372236088287,"7","Tmf1"
"Apool2",1.498975869258e-08,0.314754593888534,0.396,0.282,0.000309598476036547,"7","Apool"
"Mob22",1.52798646719718e-08,0.318407714547957,0.362,0.258,0.000315590324934905,"7","Mob2"
"Inpp5b3",1.5447791197508e-08,0.442002607242532,0.246,0.154,0.000319058679393331,"7","Inpp5b"
"Pmf12",1.58638498900138e-08,0.538232867086001,0.421,0.315,0.000327651955628345,"7","Pmf1"
"Tpcn23",1.62805755836326e-08,0.727631014563141,0.19,0.11,0.000336259008104348,"7","Tpcn2"
"Ocel13",1.63389411259278e-08,0.254121839926393,0.291,0.191,0.000337464490014912,"7","Ocel1"
"Atp5j4",1.69721391215239e-08,0.152648307641257,0.98,0.837,0.000350542561415954,"7","Atp5j"
"Tsen542",2.06825620008067e-08,0.544816851412746,0.161,0.089,0.000427177635564661,"7","Tsen54"
"Nsfl1c2",2.0931818570398e-08,0.157962389621869,0.644,0.51,0.000432325780753001,"7","Nsfl1c"
"Akr1e13",2.09888977299757e-08,0.439826977899641,0.369,0.267,0.000433504693714918,"7","Akr1e1"
"Nmral12",2.13322052090834e-08,0.662854590792343,0.188,0.109,0.000440595366388409,"7","Nmral1"
"Srp93",2.14927779647959e-08,0.136660252841762,0.967,0.809,0.000443911836084895,"7","Srp9"
"Sdhaf42",2.31896712260208e-08,0.1184503684965,0.642,0.489,0.000478959469502233,"7","Sdhaf4"
"Kxd11",2.32018764481363e-08,0.108237591112787,0.664,0.524,0.000479211556159808,"7","Kxd1"
"Dip2a3",2.34442006189159e-08,0.512155027444382,0.203,0.122,0.000484216519583089,"7","Dip2a"
"Castor22",2.35883747481028e-08,0.373548258610295,0.239,0.148,0.000487194292047314,"7","Castor2"
"Dcaf124",2.69312169585161e-08,0.274666042721034,0.465,0.35,0.000556237355061192,"7","Dcaf12"
"Prkra2",2.70344627095686e-08,0.356885733206238,0.391,0.279,0.000558369792803429,"7","Prkra"
"Cradd1",2.70801020937639e-08,0.806983688947692,0.163,0.093,0.0005593124286446,"7","Cradd"
"Rybp4",2.92649576723873e-08,0.327138417560927,0.333,0.231,0.000604438435765488,"7","Rybp"
"Pex11b2",2.92724361311176e-08,0.426699910578583,0.277,0.181,0.000604592895852103,"7","Pex11b"
"Babam22",2.97959858666343e-08,0.208848505112177,0.486,0.364,0.000615406292089465,"7","Babam2"
